timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,message_type,mmsi,call_sign,imo_number,speed__knots_,heading__deg_,course_over_ground__deg_,rate_of_turn,ship_type,destination,naviagation_status,dimension_bow,dimension_stern,dimension_port,dimension_starboard,draft,source_type,received_by_EDC,received_by_receiver,receiver,signal_strength,signal_noise_ratio,latitude,longitude,geometry
2024-01-04 04:01:49+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,95,85,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:01:49Z,,,-107,19,38.626748,-83.24226,POINT Z (-83.24226 38.626748 0)
2024-01-04 04:02:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,97,86,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:02:01Z,,,-105,22,38.626773,-83.241752,POINT Z (-83.241752 38.626773 0)
2024-01-04 04:02:11+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,98,88,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:02:11Z,,,-106,20,38.626785,-83.24137,POINT Z (-83.24137 38.626785 0)
2024-01-04 04:10:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,121,121,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:10:01Z,,,-113,14,38.622688,-83.222124,POINT Z (-83.222124 38.622688 0)
2024-01-04 04:10:41+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,121,121,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:10:41Z,,,-115,13,38.621978,-83.220595,POINT Z (-83.220595 38.621978 0)
2024-01-04 04:13:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,118,123,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:13:01Z,,,-112,15,38.619496,-83.215415,POINT Z (-83.215415 38.619496 0)
2024-01-04 04:14:53+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,7,112,119,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:14:53Z,,,-108,19,38.617658,-83.211137,POINT Z (-83.211137 38.617658 0)
2024-01-04 04:15:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,111,119,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:01Z,,,-106,21,38.617543,-83.210872,POINT Z (-83.210872 38.617543 0)
2024-01-04 04:15:21+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,109,116,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:21Z,,,-106,21,38.617238,-83.21011,POINT Z (-83.21011 38.617238 0)
2024-01-04 04:15:24+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,7,108,117,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:24Z,,,-106,19,38.617178,-83.209959,POINT Z (-83.209959 38.617178 0)
2024-01-04 04:15:25+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,7,108,117,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:25Z,,,-105,22,38.617178,-83.209959,POINT Z (-83.209959 38.617178 0)
2024-01-04 04:15:27+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,7,108,116,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:27Z,,,-107,20,38.617131,-83.209842,POINT Z (-83.209842 38.617131 0)
2024-01-04 04:15:29+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,107,116,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:29Z,,,-107,18,38.617103,-83.209765,POINT Z (-83.209765 38.617103 0)
2024-01-04 04:15:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,106,115,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:40Z,,,-106,21,38.616943,-83.209347,POINT Z (-83.209347 38.616943 0)
2024-01-04 04:15:44+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,7,105,114,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:44Z,,,-106,19,38.616888,-83.209194,POINT Z (-83.209194 38.616888 0)
2024-01-04 04:15:49+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,104,112,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:15:49Z,,,-106,19,38.616821,-83.208999,POINT Z (-83.208999 38.616821 0)
2024-01-04 04:16:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,103,110,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:16:01Z,,,-105,22,38.616698,-83.208564,POINT Z (-83.208564 38.616698 0)
2024-01-04 04:16:09+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,103,109,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:16:09Z,,,-104,21,38.616598,-83.208207,POINT Z (-83.208207 38.616598 0)
2024-01-04 04:16:19+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,102,108,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T04:16:19Z,,,-107,20,38.616488,-83.207807,POINT Z (-83.207807 38.616488 0)
2024-01-04 05:44:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,24,26,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T05:44:30Z,,,-110,16,38.706013,-83.041775,POINT Z (-83.041775 38.706013 0)
2024-01-04 05:49:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,18,17,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T05:49:20Z,,,-106,21,38.714066,-83.037622,POINT Z (-83.037622 38.714066 0)
2024-01-04 05:52:00+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,29,23,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T05:52:00Z,,,-108,19,38.718656,-83.035567,POINT Z (-83.035567 38.718656 0)
2024-01-04 05:56:46+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,74,63,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T05:56:46Z,,,-106,21,38.725296,-83.028657,POINT Z (-83.028657 38.725296 0)
2024-01-04 06:27:49+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,55,56,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:27:49Z,,,-108,19,38.733863,-82.95747,POINT Z (-82.95747 38.733863 0)
2024-01-04 06:50:21+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,74,72,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:50:21Z,,,-108,19,38.751745,-82.909432,POINT Z (-82.909432 38.751745 0)
2024-01-04 06:51:41+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,73,75,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:51:41Z,,,-105,22,38.752418,-82.90636,POINT Z (-82.90636 38.752418 0)
2024-01-04 06:53:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,73,73,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:53:10Z,,,-107,19,38.75312,-82.903015,POINT Z (-82.903015 38.75312 0)
2024-01-04 06:53:50+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,77,73,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:53:50Z,,,-107,19,38.753451,-82.901644,POINT Z (-82.901644 38.753451 0)
2024-01-04 06:54:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,79,76,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:54:40Z,,,-103,24,38.753803,-82.899825,POINT Z (-82.899825 38.753803 0)
2024-01-04 06:57:53+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,110,96,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:57:53Z,,,-103,24,38.75433,-82.892785,POINT Z (-82.892785 38.75433 0)
2024-01-04 06:58:06+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,113,99,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:58:06Z,,,-105,22,38.754283,-82.892315,POINT Z (-82.892315 38.754283 0)
2024-01-04 06:59:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,121,117,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T06:59:59Z,,,-107,20,38.75299,-82.88858,POINT Z (-82.88858 38.75299 0)
2024-01-04 07:00:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,123,121,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:00:51Z,,,-103,23,38.75225,-82.886962,POINT Z (-82.886962 38.75225 0)
2024-01-04 07:01:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,124,126,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:01:20Z,,,-106,21,38.751735,-82.886027,POINT Z (-82.886027 38.751735 0)
2024-01-04 07:01:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,126,122,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:01:51Z,,,-107,19,38.751261,-82.885057,POINT Z (-82.885057 38.751261 0)
2024-01-04 07:01:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,127,122,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:01:59Z,,,-109,18,38.751125,-82.884784,POINT Z (-82.884784 38.751125 0)
2024-01-04 07:02:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,128,123,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:02:10Z,,,-102,24,38.750968,-82.884477,POINT Z (-82.884477 38.750968 0)
2024-01-04 07:02:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,128,129,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:02:40Z,,,-105,22,38.75042,-82.88357,POINT Z (-82.88357 38.75042 0)
2024-01-04 07:03:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,129,128,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:03:20Z,,,-103,24,38.749676,-82.882405,POINT Z (-82.882405 38.749676 0)
2024-01-04 07:03:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,130,128,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:03:40Z,,,-105,22,38.749306,-82.881804,POINT Z (-82.881804 38.749306 0)
2024-01-04 07:03:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,132,129,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:03:59Z,,,-107,20,38.748945,-82.881235,POINT Z (-82.881235 38.748945 0)
2024-01-04 07:04:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,132,131,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:04:10Z,,,-109,17,38.748726,-82.880912,POINT Z (-82.880912 38.748726 0)
2024-01-04 07:04:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,132,131,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:04:20Z,,,-105,22,38.748521,-82.880619,POINT Z (-82.880619 38.748521 0)
2024-01-04 07:04:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,136,132,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:04:59Z,,,-104,23,38.74772,-82.879457,POINT Z (-82.879457 38.74772 0)
2024-01-04 07:05:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,137,132,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:05:10Z,,,-108,18,38.747483,-82.879134,POINT Z (-82.879134 38.747483 0)
2024-01-04 07:05:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,138,132,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:05:20Z,,,-106,21,38.747278,-82.878829,POINT Z (-82.878829 38.747278 0)
2024-01-04 07:05:43+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,142,133,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:05:43Z,,,-106,21,38.746778,-82.878159,POINT Z (-82.878159 38.746778 0)
2024-01-04 07:05:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,144,135,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:05:51Z,,,-107,20,38.746625,-82.877955,POINT Z (-82.877955 38.746625 0)
2024-01-04 07:05:56+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,145,135,53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:05:56Z,,,-109,18,38.74651,-82.877815,POINT Z (-82.877815 38.74651 0)
2024-01-04 07:06:19+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,148,140,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:06:19Z,,,-107,20,38.74595,-82.877167,POINT Z (-82.877167 38.74595 0)
2024-01-04 07:06:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,150,143,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:06:40Z,,,-104,23,38.74543,-82.876652,POINT Z (-82.876652 38.74543 0)
2024-01-04 07:06:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,151,144,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:06:51Z,,,-105,22,38.745175,-82.876412,POINT Z (-82.876412 38.745175 0)
2024-01-04 07:06:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,152,144,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:06:59Z,,,-107,20,38.744943,-82.876195,POINT Z (-82.876195 38.744943 0)
2024-01-04 07:07:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,158,148,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:07:40Z,,,-108,19,38.743865,-82.875265,POINT Z (-82.875265 38.743865 0)
2024-01-04 07:12:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,172,169,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:12:01Z,,,-108,19,38.737206,-82.872587,POINT Z (-82.872587 38.737206 0)
2024-01-04 07:12:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,173,171,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:12:20Z,,,-107,20,38.736638,-82.872462,POINT Z (-82.872462 38.736638 0)
2024-01-04 07:13:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,175,171,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:13:01Z,,,-108,19,38.735371,-82.87223,POINT Z (-82.87223 38.735371 0)
2024-01-04 07:15:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,182,179,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:15:51Z,,,-107,20,38.72989,-82.871752,POINT Z (-82.871752 38.72989 0)
2024-01-04 07:18:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,188,185,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:18:20Z,,,-107,20,38.725073,-82.87206,POINT Z (-82.87206 38.725073 0)
2024-01-04 07:27:21+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,7,194,194,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:27:21Z,,,-108,19,38.707796,-82.875982,POINT Z (-82.875982 38.707796 0)
2024-01-04 07:27:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,193,194,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:27:51Z,,,-107,20,38.706843,-82.87628,POINT Z (-82.87628 38.706843 0)
2024-01-04 07:30:21+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,192,192,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:30:21Z,,,-108,19,38.702131,-82.877592,POINT Z (-82.877592 38.702131 0)
2024-01-04 07:30:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,192,193,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:30:40Z,,,-105,23,38.701508,-82.877767,POINT Z (-82.877767 38.701508 0)
2024-01-04 07:34:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,180,185,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:34:30Z,,,-107,20,38.694593,-82.879487,POINT Z (-82.879487 38.694593 0)
2024-01-04 07:35:59+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,174,177,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:35:59Z,,,-104,23,38.691911,-82.87956,POINT Z (-82.87956 38.691911 0)
2024-01-04 07:37:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,168,172,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:37:20Z,,,-100,27,38.689445,-82.879274,POINT Z (-82.879274 38.689445 0)
2024-01-04 07:37:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,167,172,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:37:30Z,,,-105,22,38.68914,-82.879219,POINT Z (-82.879219 38.68914 0)
2024-01-04 07:38:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,161,170,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:38:30Z,,,-105,21,38.687315,-82.87879,POINT Z (-82.87879 38.687315 0)
2024-01-04 07:38:43+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,159,170,-53,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:38:43Z,,,-107,19,38.686918,-82.878709,POINT Z (-82.878709 38.686918 0)
2024-01-04 07:39:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,149,155,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:39:51Z,,,-104,22,38.685018,-82.877945,POINT Z (-82.877945 38.685018 0)
2024-01-04 07:40:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,148,154,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:01Z,,,-102,25,38.684753,-82.87779,POINT Z (-82.87779 38.684753 0)
2024-01-04 07:40:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,147,153,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:10Z,,,-100,26,38.684515,-82.877644,POINT Z (-82.877644 38.684515 0)
2024-01-04 07:40:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,146,150,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:20Z,,,-100,27,38.68426,-82.877469,POINT Z (-82.877469 38.68426 0)
2024-01-04 07:40:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,146,148,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:30Z,,,-101,25,38.683991,-82.877259,POINT Z (-82.877259 38.683991 0)
2024-01-04 07:40:40+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,146,149,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:40Z,,,-99,28,38.683741,-82.877069,POINT Z (-82.877069 38.683741 0)
2024-01-04 07:40:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,145,149,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:40:51Z,,,-104,22,38.683493,-82.876879,POINT Z (-82.876879 38.683493 0)
2024-01-04 07:41:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,144,148,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:01Z,,,-100,27,38.683245,-82.876682,POINT Z (-82.876682 38.683245 0)
2024-01-04 07:41:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,145,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:10Z,,,-102,25,38.68303,-82.876499,POINT Z (-82.876499 38.68303 0)
2024-01-04 07:41:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,143,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:20Z,,,-104,23,38.682793,-82.876282,POINT Z (-82.876282 38.682793 0)
2024-01-04 07:41:30+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,144,143,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:30Z,,,-102,24,38.682538,-82.876035,POINT Z (-82.876035 38.682538 0)
2024-01-04 07:41:39+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,145,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:39Z,,,-103,24,38.682325,-82.875839,POINT Z (-82.875839 38.682325 0)
2024-01-04 07:41:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,143,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:41:51Z,,,-102,25,38.68206,-82.875604,POINT Z (-82.875604 38.68206 0)
2024-01-04 07:42:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,141,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:01Z,,,-101,26,38.681828,-82.875372,POINT Z (-82.875372 38.681828 0)
2024-01-04 07:42:10+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,140,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:10Z,,,-104,23,38.681611,-82.875155,POINT Z (-82.875155 38.681611 0)
2024-01-04 07:42:20+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,144,141,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:20Z,,,-102,25,38.681393,-82.874917,POINT Z (-82.874917 38.681393 0)
2024-01-04 07:42:29+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,143,145,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:29Z,,,-103,24,38.681161,-82.874694,POINT Z (-82.874694 38.681161 0)
2024-01-04 07:42:39+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,142,146,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:39Z,,,-102,25,38.680913,-82.874485,POINT Z (-82.874485 38.680913 0)
2024-01-04 07:42:51+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,141,142,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:42:51Z,,,-102,25,38.680648,-82.874239,POINT Z (-82.874239 38.680648 0)
2024-01-04 07:43:01+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,141,141,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:43:01Z,,,-101,26,38.680418,-82.873999,POINT Z (-82.873999 38.680418 0)
2024-01-04 07:43:20+00:00,,,clampToGround,-1,0,1,,,3,368133920,WDL4693,0,6,140,143,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:43:20Z,,,-103,24,38.679968,-82.87356,POINT Z (-82.87356 38.679968 0)
2024-01-04 07:43:39+00:00,,,clampToGround,-1,0,1,,,1,368133920,WDL4693,0,6,138,142,0,Reserved (Local Use),USBUS>USBEP,Reserved for future use,197,22,17,16,3.4,0,2024-01-04T07:43:39Z,,,-104,23,38.679495,-82.873099,POINT Z (-82.873099 38.679495 0)
